address,numberTransaction,isPonzi
1DDHpEpbp361zJUiGw4efZYEetbHjRncpk,398,false,
16aZs8kFCMy73bZ3qnzxZNSKt6A4qWJS3E,51,false,
1Ed1mrqE9jGwccGibSpgJs5RLGrmMtaefD,155,false,
1BSGbFq4G8r3uckpdeQMhP55ScCJwbvNnG,720,false,
17feRqsSLouJxLUW5E7nsn7u3uRV3sudGc,400,false,
12MgRXkiiNxyrMRTapzp7NYPsit99ZSTSz,59,false,
1JVkRzAosyDu4ujTy8VSHR6NSctjDGM6UR,103,false,
1YBd96LtTxdD6SX54VYsPrUo7DiLyHbbv,35,false,
1P38raCcjSxpn6w2v1VuM3Qe9v2Hkme5PG,67,false,
1eU56f3ZAjhJGcRVtqcVfVYMLyP7BXsgP,37,false,
16jk65wQGY46TUK4zdQN5BcsUPzjAxoV1r,128,false,
1HwC9CNY2WqijcS1wqUmffh9feUdst5P1X,65,false,
1HFiYiTvXUY9CmkU5U5kVUZ8aPTV2khhMq,35,false,
14jtSZM2Hyrkvj1YDFG5dmmmartFxS2qDq,58,false,
1DJq4SAcbEvAEPuQEVSkaMgHqwR89nVWaj,42,false,
12uayPKkQ8ZifPP7vHGvojNTGJ3Me2redk,82,false,
18jbcRQDU9QtS4xcqYbcUrRgzuPReHjA2f,28,false,
1MW1gV156VDxhBKKiXRukuEH2dj4ACm3Rk,164,false,
15FrMqEv2xqTxFtK7dYh461BRsGtYtTJKe,28,false,
1GyVqbDMd2kzyEQCByBAeHXY6v76GdptK6,28,false,
1GRTR9QkN3pStKH48Q1MFvXarRBBHzMt4P,26,false,
129ZQG33GmqYRVSCw2hw7zmDUCvvMsuGbC,79,false,
1FgfPYMU8yp8dT7xhuFcCHkjShvve2Y95z,188,false,
1AnDpiSvcUKejhENUFuigRCZC97cir4uwn,173,false,
1DkkgX4GxyqwwDGxQWXykgN2xH2V8fPPWi,31,false,
1GScNju5W7LEZ8hRkdtgnddJChZU4AiLHe,54,false,
1JqmDdzc6vcCUknPV4SXX3F9GnA99w6k9s,28,false,
1JHNA3GXgBYJGR6jsbktZi8WDSPHo9wygS,31,false,
1BWRB7CaHZQiQLg12KJ6zizCFUfPRXk73Q,100,false,
12mcF29MTcJxpKhe4PiggpneTpFQqux1Ho,342,false,
1C2eKwD5JtZBrQfc4Jg7BctBc1UPMQ9aYL,26,false,
19QCUSu2YYddMEczym9hx4t9RUzjhbsur3,400,false,
1DWt9vjknEX6aKqE1JpYQjHksFuBHZ3XQs,57,false,
1HBdb6oZoiE12PixjLFoA9bbzPt9z5x6Av,72,false,
1FJEkk3ViQM1LRX8qfeKRXAa6J4EU6vR8o,74,false,
1NsHdWRraesNWFvahJJjQraEsTtVuZv38b,26,false,
1CijeRwPF6chrev6sVAk7m4AtT5Mh7tq2u,579,false,
1HxWsmK9gpkh5igaU6BAonFemAP6QsaqFZ,38,false,
1DHZh3FTASjb4dy3ZP6od9RosjJTLXxhLT,38,false,
1BCR5JhdUmtWcywgVdpyCh5VVkYDqmJK7J,418,false,
18kYt7ghMdMgVnJkvaeaDDXMyU5bcT26Ag,38,false,
1HpurLdrAUGQNnbeJE12K25R3B5j4L6xra,38,false,
16uHQwNUvkDBzNwgYb4fPkjMMxWddAULCE,958,false,
1D2kp4eyo3QT8m2X3BEJZm2uXvHtqxQuD6,46,false,
1DGFtv9nY42GUtuqnsUuA4o1vfyy1K8BD7,158,false,
156inyc5idfHPPd8QksKFmmQK934AKhNca,76,false,
1D3hzQnKeQuKoHZ7vZPu8bygiRRMvfhSow,257,false,
179xc7pYCiZ6LVZhF8KuXa2uoGRkErSRkX,29,false,
1HoAqFV4LDxXoSJF68nsEKamc8kdMpex3E,83,false,
1KyrfF9T2CoHQgrZ7wQ3fuUJyH6L328bsm,111,false,
1EuttrML1xEvbtcTatxQsEcMKKQS48qsE8,27,false,
1Bsu1Au1U5FHHvxqYfQiYJkRshPYpr522i,37,false,
18M2JotYqk8kLhDPMJTtSFWhsB4Zu9xkYG,62,false,
1QKMyCRGHNTXLxtvqJBwVLdfVNbH8TGfNP,70,false,
1P4y3HKKF5deh4rUBUAq6j4qjuqQhC9J7t,622,false,
1K9vX9mb1y1apLbXNXtro5A4QNAm1EN4Qe,29,false,
1CJvgX5gssmepz4jVWKSHCy4UnUfDDuoA2,38,false,
1GjP4Sdmfz9K2quG7krpoMnoYPAS2Cf8Ha,78,false,
1Av1PfQ1WWL3RsL7tNqYATqdsMW2A8ctrZ,93,false,
14ft2x7A3vDQ6Q45mg4umCvRuqFx6QfZv1,177,false,
1BgX9hDU3sCEzNbuHfN5VoefZz9P82LosS,41,false,
19xzbXmr5jnNq75QtqPDTDWNZsKiq5RjH9,41,false,
1FxYNbTbUfmGhF39rHZFPMPKuBQcDeZbY5,47,false,
1Hv1i7ZYxs3DBENBZqPpkAwx1rrywLcNxM,29,false,
18VQkuHbXNBfpVLtQWmfgpvqyVVdW6uiEG,44,false,
1JnX6Hi7U2NoNPVCqnN9aVa3SxA524Zv7Z,331,false,
1DRs6msQq5PZs4XD3VU5aVGb5vvtEeevnH,30,false,
15u5DArn7HVG3e4r89nJ5gnr7R8PDSETm9,55,false,
1PBfZj8hr92eXfLa76vfC67Q6arS1fJBiD,178,false,
1z6JZiPJVQYa8JVQcQZmeHCtCeocfyDmx,26,false,
16NsFTH1jYxHjNrHQ5aBGspxpgxSohccL5,36,false,
1BLdV3hmCTMqcxGbEtND61fQ5jGnepdteY,40,false,
17Pbr3nGrSDzdZj4xCmzykruKzteNC8N5v,36,false,
1LDhtux4ZDk9pwdTGaJBjrNDXDJwkJUyTt,93,false,
18VQ4xon6BkbQ19YAphzDwieoFogGbryY8,226,false,
1DFBhre5ha5FrjoFddGSEXW9aD1rZKmS4a,38,false,
1KNZDbqfHLD5EkN3nTXmLPgDci4zjXKJak,33,false,
1Ay4Xx721dWPosk5APSr4N8JFitjcKy7qd,61,false,
1y3y3BY96zk7hLc4Y4UGpcVbwrBg66wN4,67,false,
15ebPYBixt8C45QeHAZKxYh6g5uPmcqwRb,41,false,
1ER4FZ6Gcb9pahcjKi6xfw96DsM6eFZY8B,26,false,
1PksgzMXNcN7h4g344ySPtmLmC5hfn733i,29,false,
17uammXedNv5mvFwyuBGCcvJAdnZV5X29G,108,false,
1Fxb1jX88fF9By5siv8PRuFas8sTE2w6BS,70,false,
12f5GLvyVm2PMKwLh9DLaJ3QCDPKPQ9GhR,63,false,
1HYFVL3XAq6rpd53kJoQ85E2TGyAaxyQQ1,33,false,
12BophTSQvULvhba83Ms256A9a2oCRGnKe,254,false,
1FNAMMCxVLPHpN33GrwzN1yJfwNDRDi654,31,false,
1CdqHKgWNDiMt558YBApCEqu4vm8UH79Fk,82,false,
188Bv2YVDhXanu36eeWENSALJJ8W74Kbxh,40,false,
14cZ2uLgaLzQXpyXSRMNdLrBAPcfV6vSV9,1019,false,
13rn5fAMdbMTt6pMt9X4YX81BXsoJZqQ2Z,33,false,
13yAsJWRhc38PL6HhPM1RV1sTc4c4bLYap,38,false,
1D848AT7yKmxJLFivssYjRamJoSECxTj4T,38,false,
17UNJtE4Ynbgw2WaXPxHzUXGAuRqoa5Rgk,39,false,
19YmMJ33gHRPQSbsVhw5jyLMccfTddCwNf,64,false,
1Po8JzgdmioAHa8d9Xg2zi9oUYSNXiZfGx,32,false,
15PMRvccYofjQsLJY1hsATPuftHTdex9UF,62,false,
1GTsf1Mj7UsNjThXm1Zz8qqQtj2e2hNEq1,106,false,
17542EzrtYXKk8K7ttXkDmZLqSUZSmkVrE,84,false,
1BFauRrihVetoBGvU78hbCCN7Z3VfBpiqf,69,false,
1DuPxnSPMYeyciGEDTCgPwsu3uRqBqyZJ5,86,false,
1GGms1kB9mrT6LKwnbZ5xG5awXbaGDCB5y,63,false,
19WeRhNPa2To7vGzMRU6cE1D2fo3js4AAq,26,false,
1339LtiM9q8KtDRX3D7ekLyvaqaDeZuQY5,33,false,
1AB3PgTivdakj8NtoUQEUaVAkCDZH8DhSo,122,false,
164JUZ9uAeUR677bVTYX21adaRESJPvzMR,53,false,
1Q25azkCf1nuhHvyBx1BJNXSpidjhTUF4S,80,false,
1dVgxTGy8STEBtyRFbojY7dLN8KQ7mnnv,347,false,
181t2WMEBn6Wx1GXnoPLzBbRyXKaB4oewK,37,false,
1BffBE8CLoG9XiPUPAgWM6Z8inYFCkceEX,106,false,
1Eoso3EX675SYeKSNK9hXxBoLo8CfqsjwL,234,false,
1EXgD2JDahAySApzV3zj2hQtjnqjLu5koQ,47,false,
1HFKJWbj1Xyyg2MnwyKhnxv2qX79tcYBsc,30,false,
16sZF8cCbJrLsDGfpqsDYzogP2V9gxkqK6,68,false,
1E3gMguhtbdkcZfaDWWjvAraHrrtowUeG8,140,false,
1M8sdwWZGb3NhKAvTGaVVQnDBqAVb5EHQ4,94,false,
1J1ciiq8RdMgCGwCcVdTNkbdfpynN6Eza2,37,false,
1DDTVZn1wWmYLaqvSGm3rkuPZ8yTV8MDAL,29,false,
1CeJ7kTPML8rm7uWarusMoVbyxpCai1nuJ,53,false,
1LBwXYpeqbJpuTzGWj5mbfhWGr7nVr4Bg3,42,false,
16MF6EdW2pnPyBvquP2tF6DangJBAw6wnG,44,false,
1FPM7hAzNY9pWvYyirjX5RuzJBTbt37me9,26,false,
13fjLwsAJC7KsH3wPhA3vbLLcSBfBMb6r5,110,false,
18M1cxAinf3goz5Fm5NdAdJ465epekWGT4,28,false,
1Dx67Wkh3ja3FFjWJjVYuF6JBgDD5E6mua,32,false,
1CEbMnKeMF8FMSQ1qJ5zEPgRb1Tq6ufD6H,177,false,
1AionCF4SHwJWp4NoFWdshuZAFXCkNJuon,900,false,
18dkCzuK9nwnDjVsAeD4HeSoq8eVPSQGpK,149,false,
1DYrzn2X2hG4kejt1ANKwVmCVszvYnLUq8,30,false,
1HjXRHyZxgXAfrK7qaBWRbyqubrskYzNFM,138,false,
13EHaC6g2cfsTqX2YJgSoFFTydoZrMb5h4,200,false,
149uLD8uGsNbSBJ42PR9RDVwY4mqt6t5tc,42,false,
1NDGKwfjkLGDfXoU3HqWK5yMgkYHxomQdj,88,false,
1HjyXAiKf6ChgFwhB1MnX7PCWZennVEh3q,30,false,
1KdmkaR4YcDdi5EtahiU5sxGw9wZrPxpet,89,false,
19Nzg21hQQDAY5GTdTTuUVPA4MaE7AusXz,47,false,
1BcFcGRMt9eusNTgRsuKsLdLFmFiMoriFW,723,false,
142RbQe7qdAqG64UjzVbeVwJPiJ12D4Sak,61,false,
1JeWoTYowiMjBtEwrMX5oKCSi11UZciuSW,32,false,
1JMQsMa7W3mPtUyvWKG8EnioRpausnpwww,57,false,
1CQ7cNYwWuFsPo2ajQbh3u11G3krPNkvU6,33,false,
1M18ECGWdGgWUmkDRetwxtJ1KngGbnkUoa,72,false,
1DDDFH4CiqDV3XJAxSaxPtQrEJpVoJTh5i,32,false,
1Q2tVXp2DEgZ3tbXhqA5L8oRLDN4crpsfx,271,false,
1DPesjtQPqDsyyrgse8LsWUDvgSZGYU7CG,272,false,
14tyz6Xb3NEkMZE77Z85iq4xwgZFXdKZ1Y,41,false,
1EmNrW4TFBBWZywUCnUSqrupD4SqVYrihS,42,false,
19vqPt8qFFPEnBGbxdMHyqDZYWnw54pnsz,32,false,
1AmHZYzz5v9FZeSSAD9cjHUPp7KJ1RoQRv,33,false,
1DQHrXBLd6ghR8h3HxpjbTuisLVd4RFEYd,333,false,
1JHW3J3fi3QaGmJ56F1cGaYWro5Uyvz7LR,37,false,
15HHtQAEf52MRcPHK7uE5Nith5bAQYioEA,65,false,
16DcBcAcQNXr7QzYjZFNmzuqZAVVgPHmpv,29,false,
167WX6Wpc7ADCSAiDi7ApgBAo2kB4jxH92,82,false,
15MSaZrwJ7yKNbWWq4GdN86WVGXRvNkWxP,51,false,
19L4pLuT8WxfSW1MfFku6bXs4TzzxKBWMF,102,false,
17PSyYGLGQj7okX3Aj6cWDXRoxqwD4cByA,512,false,
1PyFkNXp6gW7rmgLMnY4NjiLcuEMhNhHSb,291,false,
17EFfhuSVVP2zd1sbr7fF24xP22APqs6Lm,78,false,
1NrCdHAMpgdEN7G3THDbSHbb4DXMiemyqT,111,false,
1516xMZBMUBK2h5tEx8QqJZkKqTquoPToa,29,false,
19gkSkPWCzSvJFBnfqARwpjrpZEn9EqR57,94,false,
19Xg58ZvRPi42QnDkDfQYyNUQ3d7SZrtug,29,false,
1MAfqHfh9FQ8YjK4sfUsKAmQ1NKNixvhKT,103,false,
1D7Q1bUUqAsCt84DfhjcQWmvhXiyW92Pto,114,false,
1Pyr68X9TaTmSrN7F8C5gwCyAhAuzQ6axc,35,false,
1BLv1QLEYw2LgbQD957ebX4XHrk6CRNLSF,349,false,
1KjWqdFeZqACu4jRPHnHurjFf4joxkD2Bk,173,false,
14VDU2DjcuSrHCz6Gk3Vi8pqqeN68ToUvK,26,false,
1GmYkYR8ZEhQyZ1vjp1QenjaeJ4tZKQ2N3,136,false,
1JqYjKdgkiD5otmHQFdQV82bcP6D41ey2a,56,false,
1CpoKTi98EzMMB8q8v5hxz16Mip8tgXNac,47,false,
1HHGrjKFVTQogUNuisR1zmTa8uqY6JtYZc,42,false,
1E8TBaY3ss9Cwsrh1mo8QmCWjbwsDyNxnW,32,false,
1JhuzfThsBzTAiZumaBJM9fGzUbpkRtxHr,110,false,
13Z5p1mhcy1geWSGWR6mLrczHuJ9fT2zN7,113,false,
1DxhzsVbxhXuk3KRPGNSxy4koN7GdZGPD7,63,false,
17oW8NnbARVWm4YY7CbZL469kCM82H1JZt,44,false,
13SecR7EGTXQ4LHGWvYhbAEUbMnFpyMWHG,277,false,
1MHctKnJSdfcnEpqQRZtEHaW8ZPfFuxnkJ,115,false,
18AkxzYSfUL8QuRdAPQ7jdsEiPaFrVWNDt,33,false,
1M8vkQMBwBKmbTZmAk34zCnpwF38qfjydZ,118,false,
1xfPxLcVuK3VrgVCMzhyGYQRaFzcMiFu5,36,false,
13avSf6Nw29HvLpjNwzC4oznNXCYoWiuBn,52,false,
168VYcKkJ2yc1GwjD9H3vtJh6aufYq5KwK,68,false,
1fysVa1MYc3Q5tThAgQ4avM3vnxT4y1xc,38,false,
1K1Nj263njNwJZ4whnRTj6aYZ7Vj4QJbgW,143,false,
184Sd7g6VehYP5a2L6snGcUVTSpafj93MX,43,false,
1D6P3RowQFfVpBALKdLJzTi5JVNEA8wdq,40,false,
17EuVMv7UbpsMTaQFw79mWnABGYuAbYgaE,42,false,
1KicjS7yNWrCUZDfKVEUxs9p9TkvpT5uGB,138,false,
16WKRHu8uH6jD4Ypxdp7gUq8qbibGSYByo,39,false,
18VhXCdicx3vNwLdrMtL1wNU1jYky59wkU,61,false,
1FHuMP8V3JCqaDwmkwzAw7BuMWkxQbWCAD,36,false,
1NURZSDCdKD3DV89g7A5BREmFxjiQQaCnm,126,false,
11pkP8WevFseavrDBiN5j4YuyZzbJDVZ3,178,false,
1AvVihY5mTnP8gdS4T8AA8gYGoXrPEKCW9,28,false,
13PwLdwLD7WZVw9NL2DgpBoBDSMjXosswb,29,false,
1Cos7HMcRMVQ39XTuZ31H5Sc9AbK8FjhX,60,false,
1DRMaYDrM9KUhBMSD2mcujTcMtDW9RxfMy,67,false,
19MPK6pxAxPs4Ubody7gSYXDpaKVNJnCNP,26,false,
171LeetP814EsyRHrcnP6nydPfDx6JeNpb,29,false,
173tANz6HqbB3TrRkAET3HYKmuMBzzocoa,4967,false,
1BLhYLMFyqJXyQKw7556wVucBFfSFRzWA8,571,false,
18PZBsH7XL2ih6dZc7H7gLsBJwPaM9L3aW,43,false,
1KNhfz2dFFxGsesBSGEU4xUJDNMuZWBMXh,40,false,
14i2EJ5Cai8LgZf2hsU9tAiPCKMg6Schbx,42,false,
1NHKSD59iAGX5ZAGGMKuLrBySQDfN1gQC7,35,false,
1NQ63ePV7aLAqVLyNGeU1TXGqKkt28d4BJ,26,false,
12iYb4x5m9UC8vrfFAV6k85wTN79rtR2cj,28,false,
19DXezw4FjtP8gMnMYNHDxRSgFqupPquoG,111,false,
1N4iPyRsvxP9QQYY6ao1B8qeD6uh7R4HRE,31,false,
1DDNTRc3peMk4WcDPJdzmZaBojXzLKoWq7,35,false,
1C72RH258RTTTxoYRNiTPQkfnEAVJqNzaC,48,false,
1Dr1QtxNqdr65RhukYWcj7XPCx3YKVg6TB,194,false,
147ELzVSAyF7C5SPaxzEd6eJu2Z3qwYXum,43,false,
12y8VJtvY9yUJ8LYPbcvYD4ZiuDtU47f8z,44,false,
19UuetuDSbGGf9g9A9xTUqDvkNcmjcvCS,50,false,
1F5wZ531nrJwQ3dUnrV7CqTBxoEGLdZrE7,42,false,
1DspA8Hbsc8Bs2zpYWz5dXZhYka8ZPeVVF,31,false,
16MUqY67GS27yKiDJ5VLt3djxdi8SQRkSu,124,false,
1G1VL3qRy4fvQxTZn6uffYmnpjd7xAu3Ao,288,false,
1NWfTrEfFXR7oqxvX3av4gHtqBtKytRVNN,44,false,
1wggaADfz9hQL2nQXEcwW2QWHpzg29SaY,56,false,
1C7DyUmNYMqjxqKwxxVdUeZqdnSFmZXMW6,29,false,
1Pi6jRXgYNa85DymjucDJZ5ZEXjEr5ynMJ,76,false,
14wpq6Ketx96q4Vh4f5EGEtv5xDpZ5Epa7,87,false,
17Tuc6Jew5Pk7nsn3xkFPtaerQSf1TVZTP,91,false,
16hu66rajvTJfdxbojMsXKa6cJbwBGVCHb,72,false,
1NWqQ6HKyEEyYDnw2pQjcPXyc8hUUgZRiC,37,false,
18jMAN8R67HiqZx1GKkpnjMT6MoDmwnkJ3,54,false,
1Jfw1nD78Y4MsmxHkfLNv1cWVDxBXYKcHt,43,false,
1AVphqLtDsggBoDfczHTh6CV34Af3gcdrf,92,false,
1GdALPhMoSWqjriZgH3vdSPkabSJdcejCV,34,false,
1HpzSqgW2smqVHVJ42z7vCRY1w5nvLVtKJ,44,false,
13Ut7yEB3VSPsu7jQrmst4Lp3WiGXB4RdS,219,false,
1BDJ2phu64PySiQRXMo2Kgusdfs5XjRBXK,28,false,
1Ces3qvmjBTo24EvMpWTiVJj6LsVcFDDXf,57,false,
15dXyga38oPrGQR2A3S7oRPxE3vwuu6QZZ,40,false,
14zMkuq9jSwwiWj7SA6cReFnbTuMnVzVhm,547,false,
1H9oXX1HsxFoxjgCN9fVDt3NbYY4LzZkt3,79,false,
1F5D6aa3r55PbMwue3Uqmk4cXKkWpxAo2d,28,false,
1Bwtfqry5MwZp2LADDnJmUeFvxLpMnCsvY,46,false,
1KSM9NgkiNqh5Amnr7FkDaGBXaLMKxkGAH,78,false,
1A4eQmP2t7fPkCRw8sZUydbrQdhvUokmhW,56,false,
12reRAKzC86dwM6HigaFAW3jd7kDhiangk,72,false,
1J52Vu7r6vBQTmxD2ARCqqTfDLaddFfxUj,94,false,
1DhFR2vR6w17BVzowKuySjzWXmP9ap29jA,714,false,
1MxPuRzhHUDWNV8zBkfUSgcDKnAvgxqo3J,29,false,
19gLNEUTMfEohvUdoi51KnP37eqvUUgunp,31,false,
17YdoGWpCW73nndnsmf9bnDrPgmkrgWepA,30,false,
1Kdywp7yRt8GB21YZpFKw2ANnV1AnA7aAz,32,false,
15mGGDfCehCkBdMtHmpaugZPjz75BpHbfv,30,false,
1QESdV3mBA1GrgcYryeXp3BeeTFt6dz6Dh,29,false,
14eDiK1Mkp1gqXuUNZWnCnZrPTMSjNx74c,59,false,
19akaVkqawtbzjKTKS5Q88nUimZQFpLzRW,32,false,
177rZTrrWZNE1cL1Eho7mZU5CnUEZpVib5,62,false,
14SWwJK6fpaA7bjY5Uk6TC7H6Rx43NMY7z,38,false,
1Co649gE8u7X8M6Ks5btqU54SpH1RoF5r2,38,false,
19SzntTWXcdh64TF8Mvxf4JB33MxRsbNKm,27,false,
1GtwCv8jwbyH7Xs2e8oKuH5NqQujzKe9Ga,49,false,
19PevL3DyqGsafcNX6KqwkmPvofR6rpU6b,435,false,
1Hn3zyVBoWcDB2HqDLSj5rzjBLmPNZggVP,30,false,
1359nMnjWShXDWtZEZZVxP1haHRAnkYquD,38,false,
17ZdX4AYfkG3Uv5Bhv8S648hnRik52PsYR,44,false,
126gkjYAmg2Tq7P3MFmBGnCsrnZytYwJEc,37,false,
12JgaQrdjVjiHq58vcYtA3WfQRqTcMxLBk,26,false,
14pctNxDPuzDg95WQhB6ccMLLCaDT4j2Ss,44,false,
17ig8qFmgYTqNLbie7xpCi3n6BjNkjBitg,32,false,
17ifRHsQJYyWycmBqcSvSN2Nu14NQcykhB,33,false,
1DTiegZdnGoqWagAraqd5tBApjRgFhy6af,139,false,
15sNvEaPDxF2Kk7FChZYTZ3LCVsfzdkkLR,61,false,
14mkhLfekWgSp9j1EmzXXcmk8DHzRXc2Yq,81,false,
1LDpJM9qLiVwJ5SML3T4SHrgti2297TSLK,80,false,
17S4oE21kRw51ZpyWQL6CsBaytNphy1Jsz,42,false,
1NoTsT1nWfTUkxDD7aZj6HkdRfeeJ3MvsE,302,false,
1QJSaiGH4P5THXSfZo3d1xvnPA4QAmxgRa,69,false,
1EdGARt3FEomSEpaXimGjMvsZwPdy4DWLZ,546,false,
17F7peVsLYvSCF2jjbFfytVxmYWLMfWYk7,213,false,
13b3z6AQdsvSVHbYRH2qBzdBTPEFdShrVd,40,false,
1Pgu1YJE8hnMhtt8uRzhy6ySdX23SRibzw,105,false,
1Lizz5Pbp3rmjazBeh3TvFKQQczgd9t3bp,128,false,
1KGCYHruhWah7jqjbZE1xhzhpaxi7uejPR,28,false,
1Hr12UJ8qP4Pvvpa9Qbn5oafk13xXjVJjN,26,false,
14adS95uTEmTmohheVPGEaENs81FSBVPLp,43,false,
17hY5T7P1CJA6f7cQf35N7Bm1ymKfcochE,172,false,
1CY6nc4ZQq6VDGEsJcTto5cL4S7CdtgwVE,57,false,
1HPxPCzUFEPzD5JqFbEUKFQZp1CETaLT62,1040,false,
1AfBPwYxPnxvHNHMn6z54BexaK35snMsJc,29,false,
18fxE6xHcTjhqKNGRhx3W8wCBTqRXzXe7w,49,false,
1AYrsXVqB6pK1xUnp76nsEKCV2jSmAGDvq,31,false,
1E596syyh4ZnUdxPVb9SCDMk7mebduEmNT,124,false,
1NuPJgtLjFSnvo8N4kuMtF8p6C1qsMBrVF,60,false,
17HNu3mQN1ZBkUtJCs41hjJ8TVeb9gwAvX,167,false,
1EYeKLu27AHJjojgYPZtzeQYc5zbri2DHY,95,false,
1Hfaub3v6t2FF6o3KUoeG7gVSR8ANE5HmF,79,false,
1PsrubJZHfSnRP2TuV7Ynv8uR5budnCZG9,144,false,
1FjzABSdsEi84jsFg8hUdUQD1f5gjTuTgR,51,false,
1EQKjb3fdAKctecRENUhLjFbrdLxDwV64D,62,false,
1HXD5xHpz6cxbrqNekzGFTow6gjeuTNR4j,130,false,
12LXsMTtdN3ctoAK6LabrZGCTpq4pSqWin,54,false,
16xaCfZEkUMBTA792k5jZhtr9S6NdEgJ8y,38,false,
1PXnZGHpbD4oH79nJo61RmuoFT6LD5btzf,69,false,
1Cr7iiJp2KGCUVRkxz41txSXbzoJ9AWbuy,76,false,
14rV16BiQqWHqdVcQbyWQ6naAp1jS3dEEC,30,false,
1GZeGxKDZtz65cpcpVD2rwF9hgP4Eez51o,114,false,
1JFm9JJbdyZxfk1uxNAsdr7ZZsSxaAvVUS,70,false,
12vNsPa4wuFhpEbPQ2T9jyCFGxGJXey8iu,27,false,
1MpirHF7RTsBagRX6Sfxv2EAZ3LaREcYE4,50,false,
1yHVB4P2VGQu2eBG8CgT3hmkZLgXJYWay,87,false,
1m9Aw5MeJjQTZQhRCN8Zz8z9ohCct5uYV,27,false,
1CBvDM2M37ExZjWjJDKEED7c9KGNEHY46k,38,false,
1MCwBbhNGp5hRm5rC1Aims2YFRe2SXPYKt,825,false,
1NouNgBJtH3KccMHGE3MqpXxw2eVSGpwby,31,false,
17GPPuVvdRFeksvJ4h6eRLoNrkDxvW7oE,35,false,
19uNfwjEGz6eeBX2LUuUUsK33VqSzVKS9Z,124,false,
1J1F3U7gHrCjsEsRimDJ3oYBiV24wA8FuV,2377,false,
1Jouk68jQSkxH6ccs9shPfRsrfiufZdAnC,168,false,
1HA1fNoiFe9D7Kcb7zpA5wY6bbR3FQVn2A,167,false,
13mqSy9nwzC7kXLH9iaWN2hZ3jBKjeWK1Z,38,false,
13ujPKP2BGcRT4kquHs6fVDWEQVHJZzR5p,32,false,
1HeEBVezxJU3hS6jr1ccvSGEEMtEy1ue2,96,false,
1LnpkHmrGvrcmrCncCkiVraov6Mm9BuAXm,99,false,
1FnoPSh2SbhDpvhLaEYbvyWkzuAgkbRfBn,32,false,
19sQthzCmDsS4QRsfTaHH1Qfj6rzAZRiPR,45,false,
14RmKfxJgVtuTT9behfFaSn3XgQFgkHgvA,30,false,
1C4xZgyrNrdBQEb7vzfhLs9o5j3L2hpNCp,41,false,
1DeP2GppoYXigAis83cEyEUYn6nK6D3nzH,150,false,
14BhQY8DjK1CMJJEGnXhGhYy3kYwbvnpjL,52,false,
13esRhLuPDsfvTR3oKpeC68SFMoewGWyhr,31,false,
17p5La97YEyeqMk3pnBbRPv8h6g5xXxxFj,32,false,
1G8iJP6XX1hm8GYaDQdbSA1bcLx5XCXtbQ,56,false,
1CxpUudWR4AjeJid4qDkusXWZ4uKx5nSoh,95,false,
13BSBMoxKZ7qL31qa7rHQ6KsGM4KgKuLqG,48,false,
13hC5D1KTqBUXT4SVTh9jJJHTU7Ap36JNe,32,false,
1BiUk1sVigDqU5M5yuwcFUECHsRwXe2n4X,60,false,
1C9rTweJiETsXaVnLScBE6vXPB1wt4iJF6,39,false,
1D1wyMKZmcNj4eq32HfW7fC4VX9jSEwKJb,72,false,
1LUZLsTEYGxyfwvSK513Fe9dxD5uizZyvk,26,false,
1Jc6SoDwFtfacqyL5Ltyq1PQR6Q6yCsRgJ,57,false,
19NuD3VsicyCUCQ7VTZxhCxnFTFz21ffuc,107,false,
1Kcmt5XHznuAvSfkNYeksC7ymbyGmi8e6B,89,false,
1KX8EPDcziwbGaC7oDHDuKE9SfLWMmmbZy,60,false,
1JRcVD2nQhTrKZTWU6dujdsTc74GwC5Eh6,113,false,
1L9si3jrQE7R8GJ9R41jLfWQWRwXCH62os,42,false,
1L49pJa2Lzf3dV6rNhPtKiPXwYoD54KQVv,30,false,
16GiZwR2Hm7jCnBhuDWcLiAbqj7t5HaP81,85,false,
1HXyf2FChJJNLYkhyryAPse7sAQQFbPfJk,81,false,
1MWSYR7w4hNWaUCpN7cJE45Eg2B4HrDo3e,59,false,
1Fr71F5zPnefLiFtmTUx5rVU1b7BT46jme,93,false,
12EFT7eHCPSac3Sogj99bfhf8nbj9aNXEu,51,false,
17v4AR81oFJLAG8jHDKJKNKjSvY2QAmf1V,59,false,
1EezNvLv6k5mWfvhpQQLe7hYtwcS6Y2qfa,33,false,
1HMF7UtbsnLFYTJVGVhrSp6XBoqQBd6ypQ,142,false,
19Wdej8smgjPvmTu6GQRFTPAuqEGfFSy1q,28,false,
1ENYKDDWqdSjsxHAz1uTUWnJsuU71EH561,27,false,
1FPtqc2qdXPUec4v1iqdBLYYqDJVGFXDP6,37,false,
12anvt8SMcw78Bog8iushnJ3QeK4jKbY3e,38,false,
1EjKuuxLeCFkvDHawYwFeeP1T9V7JiM8M4,101,false,
1DLkuzSMAZLC5DU67tGAibDoxdrVmcwRoP,48,false,
16WtdUBJPLw1YLXQ5R7crBrXMzafjoNBgg,44,false,
13wSB9reJU1jNkUW9Q4RkEAiP5fSZNMaAh,28,false,
1H3vqrwJpmsrvUAbZ3eyW5YEmRy18yadet,270,false,
1Lop2zBA1zWBp8GyENEdT2AeU7kYYr7g5s,55,false,
1DUXP51gGYQ4RiDdbykEmvUogNCtt6Fiju,59,false,
